PROCEDURE_CODE,DRUG_NAME_WITH_FORM_STRENGTH,DOSAGE_FORM,CLAIM_COUNT,CLAIMS_FREQUENCY_PERCENTAGE,DISTINCT_MEMBERS,MEMBER_PERCENTAGE,TOTAL_BENEFIT_AMOUNT,BENEFIT_PERCENTAGE
52427080690,Gralise 600MG Tablet,TABS,16,0.01%,1,0.00%,"  13,537 ",0.05%
57894006003,Stelara 45MG/0.5ML Solution Prefilled Syringe,SOSY,2,0.00%,1,0.00%,"  13,495 ",0.05%
73070010315,Insulin Aspart FlexPen 100UNIT/ML Solution Pen-injector,SOPN,52,0.05%,14,0.02%,"  13,485 ",0.05%
70539000102,Tymlos 3120MCG/1.56ML Solution Pen-injector,SOPN,5,0.00%,2,0.00%,"  13,442 ",0.05%
73070050315,Insulin Degludec FlexTouch 200UNIT/ML Solution Pen-injector,SOPN,58,0.05%,8,0.01%,"  13,052 ",0.05%
61874014530,Vraylar 4.5MG Capsule,CAPS,5,0.00%,2,0.00%,"  13,022 ",0.05%
24208037705,Miebo 1.338GM/ML Solution,SOLN,17,0.01%,7,0.01%,"  12,892 ",0.05%
00169750111,NovoLOG 100UNIT/ML Solution,SOLN,41,0.04%,11,0.02%,"  12,686 ",0.05%
00023650116,Ubrelvy 100MG Tablet,TABS,7,0.01%,4,0.01%,"  12,134 ",0.04%
00032263601,Creon 24000-76000UNIT Capsule Delayed Release Particles,CPEP,8,0.01%,2,0.00%,"  12,022 ",0.04%
65862050320,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,463,0.40%,402,0.69%,"  11,891 ",0.04%
71376020503,Jornay PM 100MG Capsule Extended Release 24 Hour,CP24,24,0.02%,2,0.00%,"  11,875 ",0.04%
00074003828,Orilissa 150MG Tablet,TABS,6,0.01%,4,0.01%,"  11,847 ",0.04%
83457010001,Hyrimoz 40MG/0.4ML Solution Auto-injector,SOAJ,4,0.00%,3,0.01%,"  11,794 ",0.04%
70748025807,Posaconazole 100MG Tablet Delayed Release,TBEC,7,0.01%,1,0.00%,"  11,681 ",0.04%
00187514650,Retin-A Micro Pump 0.06% Gel,GEL,13,0.01%,1,0.00%,"  11,474 ",0.04%
00002245780,Zepbound 15MG/0.5ML Solution Auto-injector,SOAJ,10,0.01%,4,0.01%,"  11,382 ",0.04%
10019095501,Cyclophosphamide 500MG Solution Reconstituted,SOLR,4,0.00%,1,0.00%,"  11,382 ",0.04%
00187073130,Wellbutrin XL 300MG Tablet Extended Release 24 HR,TB24,3,0.00%,1,0.00%,"  11,168 ",0.04%
00169633910,NovoLOG FlexPen 100UNIT/ML Solution Pen-injector,SOPN,45,0.04%,15,0.03%,"  11,115 ",0.04%
31722072610,Montelukast Sodium 10MG Tablet,TABS,517,0.45%,187,0.32%,"  11,097 ",0.04%
00002820705,Lyumjev KwikPen 100UNIT/ML Solution Pen-injector,SOPN,14,0.01%,3,0.01%,"  11,024 ",0.04%
00006011254,Januvia 50MG Tablet,TABS,11,0.01%,4,0.01%,"  11,002 ",0.04%
00597015290,Jardiance 10MG Tablet,TABS,13,0.01%,8,0.01%,"  10,942 ",0.04%
55513084101,Aimovig 70MG/ML Solution Auto-injector,SOAJ,15,0.01%,4,0.01%,"  10,934 ",0.04%
00378750332,Breyna 160-4.5MCG/ACT Aerosol,AERO,34,0.03%,10,0.02%,"  10,930 ",0.04%
00002879959,HumaLOG KwikPen 100UNIT/ML Solution Pen-injector,SOPN,67,0.06%,23,0.04%,"  10,798 ",0.04%
51759020410,Ajovy 225MG/1.5ML Solution Prefilled Syringe,SOSY,15,0.01%,3,0.01%,"  10,744 ",0.04%
33333333333,Specialty drugs,#N/A,4,0.00%,3,0.01%,"  10,730 ",0.04%
59417010410,Vyvanse 40MG Capsule,CAPS,35,0.03%,16,0.03%,"  10,709 ",0.04%
50458057760,Xarelto 2.5MG Tablet,TABS,18,0.02%,2,0.00%,"  10,594 ",0.04%
51991082428,Everolimus 10MG Tablet,TABS,8,0.01%,1,0.00%,"  10,537 ",0.04%
73070010011,Insulin Aspart 100UNIT/ML Solution,SOLN,36,0.03%,12,0.02%,"  10,523 ",0.04%
00002882427,HumuLIN R U-500 KwikPen 500UNIT/ML Solution Pen-injector,SOPN,11,0.01%,4,0.01%,"  10,485 ",0.04%
00078091112,Xiidra 5% Solution,SOLN,13,0.01%,4,0.01%,"  10,440 ",0.04%
50458014130,Invokana 300MG Tablet,TABS,7,0.01%,1,0.00%,"  10,313 ",0.04%
00093317431,"Albuterol Sulfate HFA 108 (90 Base)MCG/ACT Aerosol, Solution",AERS,381,0.33%,249,0.43%,"  10,290 ",0.04%
00006542312,Bridion 200MG/2ML Solution,SOLN,42,0.04%,41,0.07%,"  10,206 ",0.04%
59417010610,Vyvanse 60MG Capsule,CAPS,37,0.03%,10,0.02%,"  10,182 ",0.04%
00169210125,NovoLOG FlexPen ReliOn 100UNIT/ML Solution Pen-injector,SOPN,37,0.03%,11,0.02%,"  10,094 ",0.04%
43598026704,Icosapent Ethyl 1GM Capsule,CAPS,25,0.02%,7,0.01%,"  10,035 ",0.04%
00002822827,Lyumjev KwikPen 200UNIT/ML Solution Pen-injector,SOPN,12,0.01%,1,0.00%,"  9,931 ",0.04%
00597029588,Synjardy XR 25-1000MG Tablet Extended Release 24 HR,TB24,10,0.01%,2,0.00%,"  9,853 ",0.04%
50458057989,Xarelto 20MG Tablet,TABS,17,0.01%,1,0.00%,"  9,808 ",0.03%
65162035803,Zafemy 150-35MCG/24HR Patch Weekly,PTWK,55,0.05%,17,0.03%,"  9,775 ",0.03%
00006011231,Januvia 50MG Tablet,TABS,9,0.01%,3,0.01%,"  9,771 ",0.03%
69097083412,Sertraline HCl 50MG Tablet,TABS,257,0.22%,100,0.17%,"  9,667 ",0.03%
00169406013,Victoza 18MG/3ML Solution Pen-injector,SOPN,7,0.01%,3,0.01%,"  9,660 ",0.03%
00037686010,Dipentum 250MG Capsule,CAPS,2,0.00%,1,0.00%,"  9,649 ",0.03%
00310620530,Farxiga 5MG Tablet,TABS,15,0.01%,5,0.01%,"  9,550 ",0.03%
00781325089,Glatopa 40MG/ML Solution Prefilled Syringe,SOSY,2,0.00%,1,0.00%,"  9,509 ",0.03%
57599084400,FreeStyle Libre 3 Plus Sensor  Miscellaneous,MISC,65,0.06%,36,0.06%,"  9,483 ",0.03%
65038056199,Azstarys 52.3-10.4MG Capsule,CAPS,21,0.02%,9,0.02%,"  9,363 ",0.03%
71376020103,Jornay PM 20MG Capsule Extended Release 24 Hour,CP24,19,0.02%,3,0.01%,"  9,245 ",0.03%
73070040315,Insulin Degludec FlexTouch 100UNIT/ML Solution Pen-injector,SOPN,40,0.03%,13,0.02%,"  9,238 ",0.03%
00310908012,Airsupra 90-80MCG/ACT Aerosol,AERO,18,0.02%,14,0.02%,"  9,086 ",0.03%
16571086350,buPROPion HCl ER (XL) 300MG Tablet Extended Release 24 HR,TB24,263,0.23%,92,0.16%,"  9,060 ",0.03%
59467070027,Ryaltris 665-25MCG/ACT Suspension,SUSP,32,0.03%,7,0.01%,"  9,002 ",0.03%
47335099436,Winlevi 1% Cream,CREA,15,0.01%,7,0.01%,"  8,959 ",0.03%
59417010310,Vyvanse 30MG Capsule,CAPS,29,0.03%,12,0.02%,"  8,902 ",0.03%
00469260230,Myrbetriq 50MG Tablet Extended Release 24 HR,TB24,19,0.02%,5,0.01%,"  8,838 ",0.03%
13811070810,Methylphenidate HCl ER (OSM) 36MG Tablet Extended Release,TBCR,111,0.10%,40,0.07%,"  8,728 ",0.03%
00310737220,Budesonide-Formoterol Fumarate 80-4.5MCG/ACT Aerosol,AERO,51,0.04%,21,0.04%,"  8,690 ",0.03%
13668013710,Escitalopram Oxalate 20MG Tablet,TABS,248,0.22%,94,0.16%,"  8,526 ",0.03%
65162041503,Buprenorphine HCl-Naloxone HCl 8-2MG Tablet Sublingual,SUBL,106,0.09%,10,0.02%,"  8,332 ",0.03%
51759040202,Simlandi (2 Pen) 40MG/0.4ML Auto-injector kit,AJKT,6,0.01%,2,0.00%,"  8,324 ",0.03%
00002246080,Zepbound 12.5MG/0.5ML Solution Auto-injector,SOAJ,8,0.01%,4,0.01%,"  8,299 ",0.03%
81942012501,Xdemvy 0.25% Solution,SOLN,4,0.00%,4,0.01%,"  8,238 ",0.03%
16571086250,buPROPion HCl ER (XL) 150MG Tablet Extended Release 24 HR,TB24,253,0.22%,106,0.18%,"  8,185 ",0.03%
68180096301,"Albuterol Sulfate HFA 108 (90 Base)MCG/ACT Aerosol, Solution",AERS,333,0.29%,177,0.30%,"  8,181 ",0.03%
00597030093,Synjardy XR 12.5-1000MG Tablet Extended Release 24 HR,TB24,13,0.01%,3,0.01%,"  8,086 ",0.03%
00169452414,Wegovy 2.4MG/0.75ML Solution Auto-injector,SOAJ,6,0.01%,2,0.00%,"  8,046 ",0.03%
59417010210,Vyvanse 20MG Capsule,CAPS,25,0.02%,9,0.02%,"  8,046 ",0.03%
68382005105,Meloxicam 15MG Tablet,TABS,363,0.32%,155,0.27%,"  8,002 ",0.03%
31722070530,valACYclovir HCl 1GM Tablet,TABS,86,0.07%,56,0.10%,"  7,952 ",0.03%
54123095730,Zubsolv 5.7-1.4MG Tablet Sublingual,SUBL,17,0.01%,2,0.00%,"  7,934 ",0.03%
00006057761,Janumet 50-1000MG Tablet,TABS,10,0.01%,4,0.01%,"  7,879 ",0.03%
47781035703,Buprenorphine HCl-Naloxone HCl 8-2MG Film,FILM,61,0.05%,11,0.02%,"  7,876 ",0.03%
24510010010,Nucynta 100MG Tablet,TABS,8,0.01%,1,0.00%,"  7,869 ",0.03%
59572021015,Thalomid 100MG Capsule,CAPS,1,0.00%,1,0.00%,"  7,853 ",0.03%
63000092410,MiniMed 780G Insulin Pump  Kit,KIT,1,0.00%,1,0.00%,"  7,810 ",0.03%
00310654004,Bydureon BCise 2MG/0.85ML Auto-injector,AUIJ,10,0.01%,1,0.00%,"  7,764 ",0.03%
13668013610,Escitalopram Oxalate 10MG Tablet,TABS,274,0.24%,116,0.20%,"  7,732 ",0.03%
00054018913,Buprenorphine HCl-Naloxone HCl 8-2MG Tablet Sublingual,SUBL,85,0.07%,13,0.02%,"  7,708 ",0.03%
47335050696,Cequa 0.09% Solution,SOLN,10,0.01%,5,0.01%,"  7,490 ",0.03%
53885027210,OneTouch Verio  Strip,STRP,55,0.05%,28,0.05%,"  7,408 ",0.03%
00006057561,Janumet 50-500MG Tablet,TABS,5,0.00%,2,0.00%,"  7,376 ",0.03%
61755002002,Praluent 75MG/ML Solution Auto-injector,SOAJ,14,0.01%,2,0.00%,"  7,315 ",0.03%
00006536303,Steglatro 5MG Tablet,TABS,20,0.02%,2,0.00%,"  7,264 ",0.03%
63000075854,MiniMed 780G Insulin Pump  Kit,KIT,2,0.00%,2,0.00%,"  7,252 ",0.03%
59417010510,Vyvanse 50MG Capsule,CAPS,21,0.02%,11,0.02%,"  7,251 ",0.03%
70710119003,Norelgestromin-Eth Estradiol 150-35MCG/24HR Patch Weekly,PTWK,45,0.04%,11,0.02%,"  7,248 ",0.03%
00002751001,HumaLOG 100UNIT/ML Solution,SOLN,44,0.04%,11,0.02%,"  7,192 ",0.03%
81672505101,Vtama 1% Cream,CREA,5,0.00%,4,0.01%,"  7,155 ",0.03%
65038028699,Azstarys 26.1-5.2MG Capsule,CAPS,16,0.01%,7,0.01%,"  7,108 ",0.03%
00002772801,Lyumjev 100UNIT/ML Solution,SOLN,7,0.01%,2,0.00%,"  7,075 ",0.03%
66993007896,Fluticasone Propionate HFA 44MCG/ACT Aerosol,AERO,35,0.03%,18,0.03%,"  6,894 ",0.02%
70165002030,Adzenys XR-ODT 12.5MG Tablet Extended Release Disintegrating,TBED,13,0.01%,3,0.01%,"  6,771 ",0.02%
57599000101,FreeStyle Libre 14 Day Sensor  Miscellaneous,MISC,56,0.05%,15,0.03%,"  6,748 ",0.02%
00169477211,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector,SOPN,6,0.01%,4,0.01%,"  6,716 ",0.02%
50090705700,Dapagliflozin Propanediol 10MG Tablet,TABS,12,0.01%,3,0.01%,"  6,708 ",0.02%
53885024510,OneTouch Ultra  Strip,STRP,30,0.03%,11,0.02%,"  6,699 ",0.02%
50261011008,Imvexxy Maintenance Pack 10MCG Insert,INST,27,0.02%,3,0.01%,"  6,664 ",0.02%
66993049528,Teriparatide (Recombinant) 600MCG/2.4ML Solution Pen-injector,SOPN,2,0.00%,1,0.00%,"  6,647 ",0.02%
50090645600,Trulicity 1.5MG/0.5ML Solution Pen-injector,SOAJ,7,0.01%,1,0.00%,"  6,605 ",0.02%
42806041405,buPROPion HCl ER (XL) 150MG Tablet Extended Release 24 HR,TB24,201,0.17%,75,0.13%,"  6,563 ",0.02%
69097083512,Sertraline HCl 100MG Tablet,TABS,221,0.19%,83,0.14%,"  6,548 ",0.02%
66993013597,"Fluticasone Furoate-Vilanterol 100-25MCG/ACT Aerosol Powder, Breath Activated",AEPB,21,0.02%,5,0.01%,"  6,509 ",0.02%
00002150601,Mounjaro 2.5MG/0.5ML Solution Pen-injector,SOAJ,6,0.01%,4,0.01%,"  6,469 ",0.02%
57237000511,Fluconazole 150MG Tablet,TABS,191,0.17%,146,0.25%,"  6,453 ",0.02%
68462015713,Ondansetron 4MG Tablet Disintegrating,TBDP,299,0.26%,219,0.38%,"  6,443 ",0.02%
00469260130,Myrbetriq 25MG Tablet Extended Release 24 HR,TB24,14,0.01%,2,0.00%,"  6,420 ",0.02%
00002773701,Insulin Lispro 100UNIT/ML Solution,SOLN,64,0.06%,19,0.03%,"  6,286 ",0.02%
49702024613,Dovato 50-300MG Tablet,TABS,2,0.00%,1,0.00%,"  6,259 ",0.02%
52536060011,Baclofen 25MG/5ML Suspension,SUSP,6,0.01%,1,0.00%,"  6,253 ",0.02%
00597027581,Jentadueto XR 5-1000MG Tablet Extended Release 24 HR,TB24,12,0.01%,1,0.00%,"  6,243 ",0.02%
50458057990,Xarelto 20MG Tablet,TABS,11,0.01%,3,0.01%,"  6,236 ",0.02%
00002147101,Mounjaro 10MG/0.5ML Solution Pen-injector,SOAJ,6,0.01%,1,0.00%,"  6,228 ",0.02%
65862068890,Sildenafil Citrate 20MG Tablet,TABS,5,0.00%,3,0.01%,"  6,217 ",0.02%
00024414260,Multaq 400MG Tablet,TABS,8,0.01%,2,0.00%,"  6,205 ",0.02%
50742036430,Buprenorphine HCl-Naloxone HCl 8-2MG Film,FILM,38,0.03%,8,0.01%,"  6,200 ",0.02%
00002249501,Zepbound 5MG/0.5ML Solution Auto-injector,SOAJ,7,0.01%,4,0.01%,"  6,175 ",0.02%
68462039710,Omeprazole 40MG Capsule Delayed Release,CPDR,320,0.28%,95,0.16%,"  6,167 ",0.02%
78206012701,Dulera 100-5MCG/ACT Aerosol,AERO,15,0.01%,6,0.01%,"  6,166 ",0.02%
00597007541,Spiriva HandiHaler 18MCG Capsule,CAPS,13,0.01%,3,0.01%,"  6,087 ",0.02%
31722001490,Droxidopa 100MG Capsule,CAPS,4,0.00%,1,0.00%,"  5,958 ",0.02%
61874011520,Vraylar 1.5MG Capsule,CAPS,4,0.00%,3,0.01%,"  5,903 ",0.02%
68180080136,Lapatinib Ditosylate 250MG Tablet,TABS,1,0.00%,1,0.00%,"  5,864 ",0.02%
53885024450,OneTouch Ultra  Strip,STRP,32,0.03%,11,0.02%,"  5,832 ",0.02%
59148003913,Rexulti 3MG Tablet,TABS,2,0.00%,2,0.00%,"  5,830 ",0.02%
65162002809,Lisdexamfetamine Dimesylate 70MG Capsule,CAPS,39,0.03%,10,0.02%,"  5,830 ",0.02%
00187540004,Jublia 10% Solution,SOLN,8,0.01%,5,0.01%,"  5,830 ",0.02%
08290320550,BD Pen Needle Nano 2nd Gen 32G X 4 MM Miscellaneous,MISC,64,0.06%,29,0.05%,"  5,821 ",0.02%
72205002499,Atorvastatin Calcium 40MG Tablet,TABS,300,0.26%,107,0.18%,"  5,810 ",0.02%
00069243210,Comirnaty 30MCG/0.3ML Suspension Prefilled Syringe,SUSY,31,0.03%,31,0.05%,"  5,771 ",0.02%
00173085910,"Breo Ellipta 100-25MCG/ACT Aerosol Powder, Breath Activated",AEPB,24,0.02%,6,0.01%,"  5,760 ",0.02%
17772013330,Qelbree 200MG Capsule Extended Release 24 Hour,CP24,8,0.01%,3,0.01%,"  5,759 ",0.02%
66993008896,Fluticasone-Salmeterol 230-21MCG/ACT Aerosol,AERO,14,0.01%,5,0.01%,"  5,745 ",0.02%
00597016430,Glyxambi 25-5MG Tablet,TABS,10,0.01%,1,0.00%,"  5,713 ",0.02%
70700016201,Progesterone 100MG Capsule,CAPS,116,0.10%,40,0.07%,"  5,687 ",0.02%
54436025004,Xyosted 50MG/0.5ML Solution Auto-injector,SOAJ,9,0.01%,2,0.00%,"  5,657 ",0.02%
00378334053,Xulane 150-35MCG/24HR Patch Weekly,PTWK,35,0.03%,11,0.02%,"  5,654 ",0.02%
08627007801,Dexcom G7 Receiver  Device,DEVI,23,0.02%,20,0.03%,"  5,652 ",0.02%
13811071030,Methylphenidate HCl ER (OSM) 72MG Tablet Extended Release,TBCR,7,0.01%,3,0.01%,"  5,629 ",0.02%
00187301030,Mestinon 60MG Tablet,TABS,3,0.00%,1,0.00%,"  5,603 ",0.02%
17772010330,Trokendi XR 100MG Capsule Extended Release 24 Hour,CP24,6,0.01%,1,0.00%,"  5,568 ",0.02%
81520020030,Voquezna 20MG Tablet,TABS,8,0.01%,3,0.01%,"  5,549 ",0.02%
66993008796,Fluticasone-Salmeterol 115-21MCG/ACT Aerosol,AERO,14,0.01%,6,0.01%,"  5,538 ",0.02%
55513036955,Otezla 10 & 20 & 30MG Tablet Therapy Pack,TBPK,1,0.00%,1,0.00%,"  5,446 ",0.02%
80610043060,Zoryve 0.3% Foam,FOAM,6,0.01%,3,0.01%,"  5,408 ",0.02%
00069350002,Zavzpret 10MG/ACT Solution,SOLN,5,0.00%,1,0.00%,"  5,340 ",0.02%
70010049105,metFORMIN HCl ER 500MG Tablet Extended Release 24 HR,TB24,346,0.30%,148,0.25%,"  5,312 ",0.02%
17772013230,Qelbree 150MG Capsule Extended Release 24 Hour,CP24,7,0.01%,1,0.00%,"  5,307 ",0.02%
08508200005,Omnipod DASH Pods (Gen 4)  Miscellaneous,MISC,2,0.00%,1,0.00%,"  5,304 ",0.02%
08508300001,Omnipod 5 G6 Intro (Gen 5)  Kit,KIT,8,0.01%,8,0.01%,"  5,292 ",0.02%
65162002409,Lisdexamfetamine Dimesylate 30MG Capsule,CAPS,31,0.03%,17,0.03%,"  5,290 ",0.02%
00115169449,EPINEPHrine 0.3MG/0.3ML Solution Auto-injector,SOAJ,28,0.02%,28,0.05%,"  5,274 ",0.02%
51862025801,Nextstellis 3-14.2MG Tablet,TABS,8,0.01%,4,0.01%,"  5,255 ",0.02%
60505403301,Icosapent Ethyl 1GM Capsule,CAPS,17,0.01%,6,0.01%,"  5,247 ",0.02%
47781056601,Lisdexamfetamine Dimesylate 50MG Capsule,CAPS,18,0.02%,6,0.01%,"  5,227 ",0.02%
55111064505,Omeprazole 40MG Capsule Delayed Release,CPDR,248,0.22%,86,0.15%,"  5,220 ",0.02%
65162046935,EluRyng 0.12-0.015MG/24HR Ring,RING,47,0.04%,19,0.03%,"  5,219 ",0.02%
50458057830,Xarelto 15MG Tablet,TABS,10,0.01%,3,0.01%,"  5,162 ",0.02%
52937000120,Vascepa 1GM Capsule,CAPS,19,0.02%,3,0.01%,"  5,160 ",0.02%
29300024505,busPIRone HCl 10MG Tablet,TABS,171,0.15%,62,0.11%,"  5,125 ",0.02%
00088250205,Apidra SoloStar 100UNIT/ML Solution Pen-injector,SOPN,9,0.01%,1,0.00%,"  5,122 ",0.02%
50474087015,Briviact 10MG/ML Solution,SOLN,6,0.01%,1,0.00%,"  5,109 ",0.02%
71610017745,Jardiance 25MG Tablet,TABS,4,0.00%,4,0.01%,"  5,087 ",0.02%
05244001887,MiniMed Mio Advance Infuse Set  Miscellaneous,MISC,6,0.01%,4,0.01%,"  5,082 ",0.02%
49502010202,EPINEPHrine 0.3MG/0.3ML Solution Auto-injector,SOAJ,24,0.02%,21,0.04%,"  5,064 ",0.02%
31722071310,Pantoprazole Sodium 40MG Tablet Delayed Release,TBEC,289,0.25%,118,0.20%,"  5,030 ",0.02%
00597016860,Synjardy 12.5-1000MG Tablet,TABS,8,0.01%,1,0.00%,"  5,012 ",0.02%
00299594530,Twyneo 0.1-3% Cream,CREA,10,0.01%,1,0.00%,"  4,992 ",0.02%
00023649810,Ubrelvy 50MG Tablet,TABS,3,0.00%,3,0.01%,"  4,984 ",0.02%
52709170103,Odactra 12SQ-HDM Tablet Sublingual,SUBL,11,0.01%,4,0.01%,"  4,973 ",0.02%
68180098003,Lisinopril 10MG Tablet,TABS,384,0.33%,162,0.28%,"  4,890 ",0.02%
00169413001,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector,SOPN,4,0.00%,4,0.01%,"  4,890 ",0.02%
00186077660,Brilinta 60MG Tablet,TABS,4,0.00%,3,0.01%,"  4,841 ",0.02%
27808023302,Doxycycline Hyclate 100MG Capsule,CAPS,198,0.17%,166,0.28%,"  4,810 ",0.02%
00078051205,TEGretol-XR 400MG Tablet Extended Release 12 HR,TB12,12,0.01%,1,0.00%,"  4,809 ",0.02%
69367026309,valACYclovir 1GM Tablet,TABS,46,0.04%,30,0.05%,"  4,789 ",0.02%
24208091112,Xiidra 5% Solution,SOLN,5,0.00%,3,0.01%,"  4,781 ",0.02%
00046110381,Premarin 0.9MG Tablet,TABS,8,0.01%,2,0.00%,"  4,747 ",0.02%
81520010030,Voquezna 10MG Tablet,TABS,7,0.01%,3,0.01%,"  4,719 ",0.02%
68180035202,Sertraline HCl 50MG Tablet,TABS,130,0.11%,56,0.10%,"  4,692 ",0.02%
81968004560,Auvelity 45-105MG Tablet Extended Release,TBCR,2,0.00%,2,0.00%,"  4,662 ",0.02%
17772013130,Qelbree 100MG Capsule Extended Release 24 Hour,CP24,13,0.01%,2,0.00%,"  4,662 ",0.02%
59417010710,Vyvanse 70MG Capsule,CAPS,14,0.01%,5,0.01%,"  4,643 ",0.02%
00555901658,Sprintec 28 0.25-35MG-MCG Tablet,TABS,162,0.14%,48,0.08%,"  4,633 ",0.02%
65862059805,Tamsulosin HCl 0.4MG Capsule,CAPS,176,0.15%,64,0.11%,"  4,604 ",0.02%
00069034405,Abrysvo 120MCG/0.5ML Solution Reconstituted,SOLR,14,0.01%,14,0.02%,"  4,589 ",0.02%
70165001030,Adzenys XR-ODT 6.3MG Tablet Extended Release Disintegrating,TBED,7,0.01%,3,0.01%,"  4,567 ",0.02%
00013104201,Estring 7.5MCG/24HR Ring,RING,8,0.01%,3,0.01%,"  4,544 ",0.02%
72974041501,Myfembree 40-1-0.5MG Tablet,TABS,4,0.00%,1,0.00%,"  4,535 ",0.02%
66993058697,"Fluticasone-Salmeterol 500-50MCG/ACT Aerosol Powder, Breath Activated",AEPB,20,0.02%,7,0.01%,"  4,511 ",0.02%
42806041605,buPROPion HCl ER (XL) 300MG Tablet Extended Release 24 HR,TB24,141,0.12%,52,0.09%,"  4,482 ",0.02%
00555097302,Amphetamine-Dextroamphetamine 20MG Tablet,TABS,123,0.11%,37,0.06%,"  4,459 ",0.02%
89152319501,T:slim X2 Control-IQ 7.8 Pump  Device,DEVI,1,0.00%,1,0.00%,"  4,450 ",0.02%
59651036205,Ibuprofen 800MG Tablet,TABS,161,0.14%,115,0.20%,"  4,398 ",0.02%
80610013060,Zoryve 0.3% Cream,CREA,5,0.00%,5,0.01%,"  4,384 ",0.02%
68180098103,Lisinopril 20MG Tablet,TABS,290,0.25%,126,0.22%,"  4,373 ",0.02%
51991082433,Everolimus 10MG Tablet,TABS,3,0.00%,1,0.00%,"  4,353 ",0.02%
00597010061,"Spiriva Respimat 2.5MCG/ACT Aerosol, Solution",AERS,8,0.01%,5,0.01%,"  4,342 ",0.02%
78206012501,Dulera 50-5MCG/ACT Aerosol,AERO,12,0.01%,2,0.00%,"  4,342 ",0.02%
00074057630,Venclexta 100MG Tablet,TABS,1,0.00%,1,0.00%,"  4,328 ",0.02%
00046087221,Premarin 0.625MG/GM Cream,CREA,9,0.01%,7,0.01%,"  4,301 ",0.02%
51759020222,Ajovy 225MG/1.5ML Solution Auto-injector,SOAJ,2,0.00%,1,0.00%,"  4,281 ",0.02%
68382071119,Mesalamine 1.2GM Tablet Delayed Release,TBEC,12,0.01%,5,0.01%,"  4,278 ",0.02%
55111014512,Fluconazole 150MG Tablet,TABS,131,0.11%,84,0.14%,"  4,275 ",0.02%
00046110711,Prempro 0.625-2.5MG Tablet,TABS,7,0.01%,2,0.00%,"  4,270 ",0.02%
13811070910,Methylphenidate HCl ER (OSM) 54MG Tablet Extended Release,TBCR,56,0.05%,16,0.03%,"  4,260 ",0.02%
00603188016,Lidocaine 5% Patch,PTCH,66,0.06%,50,0.09%,"  4,241 ",0.02%
00187073030,Wellbutrin XL 150MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,"  4,221 ",0.01%
43547028211,Escitalopram Oxalate 20MG Tablet,TABS,163,0.14%,51,0.09%,"  4,181 ",0.01%
59148004580,Abilify Maintena 300MG Prefilled Syringe,PRSY,2,0.00%,1,0.00%,"  4,178 ",0.01%
69489041130,Qbrexza 2.4% Pads,PADS,6,0.01%,1,0.00%,"  4,169 ",0.01%
00088222033,Lantus 100UNIT/ML Solution,SOLN,35,0.03%,6,0.01%,"  4,141 ",0.01%
64764072030,Trintellix 5MG Tablet,TABS,8,0.01%,4,0.01%,"  4,139 ",0.01%
65862001305,Sertraline HCl 100MG Tablet,TABS,143,0.12%,58,0.10%,"  4,106 ",0.01%
00006007861,Janumet XR 50-500MG Tablet Extended Release 24 HR,TB24,7,0.01%,1,0.00%,"  4,091 ",0.01%
00054050823,Icosapent Ethyl 1GM Capsule,CAPS,13,0.01%,7,0.01%,"  4,074 ",0.01%
60505620202,cycloSPORINE 0.05% Emulsion,EMUL,23,0.02%,9,0.02%,"  4,029 ",0.01%
50474050015,Nayzilam 5MG/0.1ML Solution,SOLN,6,0.01%,5,0.01%,"  4,013 ",0.01%
61314032720,Adalimumab-adaz 40MG/0.4ML Solution Auto-injector,SOAJ,1,0.00%,1,0.00%,"  3,977 ",0.01%
59310030480,"Qvar RediHaler 80MCG/ACT Aerosol, Breath Activated",AERB,13,0.01%,9,0.02%,"  3,956 ",0.01%
66993036230,Dapagliflozin Pro-metFORMIN ER 10-1000MG Tablet Extended Release 24 HR,TB24,7,0.01%,2,0.00%,"  3,953 ",0.01%
24478007501,QuilliChew ER 30MG Tablet Chewable Extended Release,CHER,8,0.01%,1,0.00%,"  3,951 ",0.01%
65162002609,Lisdexamfetamine Dimesylate 50MG Capsule,CAPS,30,0.03%,9,0.02%,"  3,943 ",0.01%
00597017560,Synjardy 5-1000MG Tablet,TABS,2,0.00%,1,0.00%,"  3,939 ",0.01%
00310626060,Xigduo XR 5-1000MG Tablet Extended Release 24 HR,TB24,7,0.01%,2,0.00%,"  3,933 ",0.01%
54436020004,Xyosted 100MG/0.5ML Solution Auto-injector,SOAJ,6,0.01%,2,0.00%,"  3,884 ",0.01%
00781618667,Ciprofloxacin-Dexamethasone 0.3-0.1% Suspension,SUSP,32,0.03%,29,0.05%,"  3,879 ",0.01%
00955290002,Insulin Glargine Max SoloStar 300UNIT/ML Solution Pen-injector,SOPN,9,0.01%,5,0.01%,"  3,878 ",0.01%
42806040021,methylPREDNISolone 4MG Tablet Therapy Pack,TBPK,471,0.41%,403,0.69%,"  3,876 ",0.01%
